User,Comment
@dimasiwan5149,"gw main forex dan kripto 2011,  cuma tukang ngibul doang yg ngaku sukses, tapi buka kelas trading dan berbayar,  lebih goblok nya ada yg ikut kelasnya.. sbelum si timothi, indra kenz dll.  dulu ada tuh si barney penjual dahak,  sama tuh jualn kelas gitu juga, awal sama persis flexing dan jual mimpi.  banyak juga korban nya .."
@dufalexroland4144,"sebenarnya Timothy itu jenius, tapi walaupun dia di laporkan gak bisa jadi tersangka karna yaa emang jual kelas dengan cara legal karna crypto legal, kalo kalian gak suka skip aja kontennya, kan banyak tuh membernya juga yang untung meski hanya beberapa, yang salah itu membernya, fomo bodoh"
@itachiuchiha-su3tt,"dari awal gua da feeling s timothy ini memang jalanya hartanya gk benerr..
gak jauh beda judoll"
@arrypurab,Gua tetap dukung Timothy kalau bukan karna dia gua gak bakal bisa ngatur uang gua
@TopMarkotoppp,"Kasian member2 AC, dah beli kelas belasan juta malah rungkad ratusan juta ngikutin sinyal sampah yg di share timothy.
Join kelasnya 17jt loh itu,dan ada lebih dr 200ribu member yg join AC. Berapa trilyun tuh?"
@serpihanhati5163,Temenku udah aku ingatkan dari awal...malah ngamuk🤭 malah pamer foto nih orang di wa dia...apa apa motivasi dia diposting..pengen ketawa jadinya 😂tiap hari di wa pamer ikut main crypto ...gak ada kabarnya sekarang dia😁
@gedanggoreng104,"Seluruh indo nonton dia terus ikutin ceramahnya dia apa terus seluruh Indonesia bisa jadi seperti dia?  Engga!! Dia cuma beruntung aja bisa sukses, tp bukan berarti yg gak sukses terus disalahin Krn gak berusaha,"
@Pletanseling,"wkwkw syukurin yg muja"" timothy😁😁
hanya org dongo yg nge-fans sm Timothy"
@Bang_Dk,Hadehh
@tatengkurniadi5737,😂 banyak orang mimpi tanpa kerja keras bisa kaya daya di usia muda 😂 modus modus Doni salamanan Masi aja bnyak korban emang pada bego
@SyihabZindanProjek,"Jangan gampang banget di mainkan narasinya, sama satu akun anonim saja langsung terdiktraksi yg belum jelas wajah nya orang nya bahkan asal usul nya😂"
@shakfalz243,"Dengan tidak sdar saya pun nonton ini sampai selelsai, 😁 cerita dan pembhasan nya jadi penasaran terus buat nonton, pengen banget bisa jadi creator dengan skil seperti ini👍👍kamar jerry mantap👍👍"
@muhammadriadi7966,Bentar lagi juga masuk seperti kenz
@hurahura18,😂😂😂😂😂
@nopannopan-ee2rh,Timboty anjing
@lastsurvivor-kc5yh,mana nih ternaknya kok ga muncul😁😁
@MyLittleLoli,"invest paling nyata itu ke prusahaan yg lgi berkembang....bukan ke mata uang digital yg gada bukti fisiknya😂
tpi meski gua bilang gini pun malah gua yg dimaki dan bawa2 ekonomi haish😅 seenggaknya udh niat baik ngingetin"
@venomsnake1142,"Heran yg ikut kelas timoti, supaya kaya. mampu bayar mahal ikut invest gede. Padahal udah kaya ngapain ikut kelas timoti."
@SlaySlow-x8g,"TRADING DAN INVESTASI ITU RESIKO DI TANGGUNG MASING2 GOBLOK.....

KAPAN ORG DI NEGERI INI PUNYA OTAK.....

UNTUNG DIEM
RUGI TERIAK

GOBLOK PADA"
@FansSolihin,taruhan Timothy kaga bakalan di penjara karna gw tau isi kelasnya murid-murid bego aja itu mah
@indrawansunyoto3479,"Inget, orang kaya ga bakal ngasi tutor cara bikin kaya. Kalau udah kaya dari crypto ngapain jual kelas😂"
@MiftahMusta,Mau sukses kerja
@BangJago-k8g,TIMOTI PENIPU
@juveviper4682,"Tidak akan terjadi apa2 dengan Timothy Ronald. Akun anonim yg framing negatif, adalah tim judol Bimono, Indra K"
@alkantarajhonny,Sales crypto wkwk
@ericksaja3075,emang MANTAP ni SLOTFAFA88
@klik.storytube,"Timothy masuk crypto udah lama. 

Pemahaman yg sederhana,kamu belajar gitar udah puluhan tahun anggap aja 10 tahun. Sdah pro main melody ataupun akustik. Terus kamu buka less Belajar Gitar untuk pemula,terus kamu sebagai guru les yg sdah pro terus membangun branding dengan skill yg kamu punya,terus pamer skill di media sosial karena itu memang hobby kamu 
Nah terus murid2 kamu sdah belajar kurang lebih 3 bulan,ada yang sudah mahir,ada yg masih kaku mungkin insting nya belum dapat. Terus kemudian muridmu melaporkan kamu ,karena kamu menipu mereka belajar gitar ,tapi mereka tidak sehebat kamu.
Apakah kamu layak disalahkan, karena ada murid2mu yg belum jago main gitar dalam waktu 3 bulan. 

Kasusnya di atas hampir sama seperti yg di alami Timothy saat ini,jika hal seperti ini selalu di anggap salah atau penipuan,harusnya dosen2 ,guru2 di luar sana di tangkap juga. Karena mahasiswa yg lulus kuliah banyak yang nganggur,banyak yg bodoh tidak sehebat dosennya waktu dikampus. Tapi ada juga mahasiswa yg mampu menyetarai dosennya setelah mereka mengasah dan menimba ilmu lebih tinggi lagi. 

Dan crypto itu LEGAL ! Dunia market perlu analisa yg kuat,ketelitian,konsisten dan harus pandai mengatur psikologi. Jika kamu gagal,itu salahmu bukan salah gurumu."
@Cirengtanpaisi,Endingnya agak ngegantung 😂 tau gini mending rewatch stand up nya Pandji di Netflix 😂
@AnwarSidik-b5h,Timothy kayaknya pengumpul orang rakyat umat untuk ikutan bitcoin crypto sementara keuntungan itu lama sekali dan uang harus banyak jualan btc...blm denger pembicara juga dah ketebak jualan kelas rekrut member depo investasi bikin seminar jualan bacot
@cahyadiBali,Bang lu agak kurusan atau perasaan gue aj😅
@aryaguehrs,"Lah lagian kayak gak punya quota internet, padahal ada banyak channel besar yang ngebongkar penipuan Cypto bro + Fake Guru yang jualan kelas. Masih aja percaya. Seleksi alam sih 😂"
@Ayeshatugbakiara-qh7fi,Sudah gak heran😂😂
@ArfhaniusJuanda-h9z,"Bae² jer. Timothy ngamok, langsung bikin konten khusus tentang loe ntar.😂"
@Sulastri-gl8is,"Gak seru, kurang greget bang kirain endingnya ada gebarakan😢"
@bokunopico2228,"Ngakak liat ni berita, gw bukan fans Timothy, malah gw cenderung gasuka Ama dia.
Tapi menurut gw dia pinter memanfaatkan celah, dia tau orang indo suka BERJUDI, dan sistem yg dia tawarkan juga SEPERTI berjudi, ingat ada kata SEPERTI, gw tau saham itu legal dan kalau paham bisa cuan tapi itu juga gak instan.

Jadi kata gw mah jangan salahin Timothy sepenuhnya, yg mau ikut kelasnya yg perlu dipertanyakan cara berpikirnya alias DONGO, JILAT TU FANTAT TIMOTHY 😂"
@emakberdaster1617,Timothy yg berhasil membuat saya bersalah ketika tidur siang…
@JohanPlmbang,Indra kent episode ke 2
@ihsanresandi6494,Menurut keyakinan saya skayholik itu panji😅
@SPORTWIN347,"Saya bukan anak crypto saya juga bukan penganut aliran timoty,
Kasus indra Ken sama tymoti jelas beda,,
Indra Ken jelas penipuan boss,,menerima uang nasabah untuk di investasikan ini yg di sebut investasi bodong,,
KLO hnya saran rekomendasi jual,beli,hold 
Itu belum masuk pidana penipuan,,
Aneh banget sama orng yg udh punya uang miliaran tapi bodoh mau ngikutin saran orng lain"
@asep12,Inti ny lu idup di indo hoki hokian gk smua nasib ny sama apa yg sudah tertakar tidak akan tertukar
@CustomerBengkulu-j4q,"Bukti klo orang"" kaya atau pun yg berduit SDM nya masih nihil percaya aja yg bginian😅"
@akuyangsedangbelajar,"Negeri MABOK SORGA, ya gini, Jualan Sorga, Jualan Khayalan Cepet Kaya, ya Paling Laris. Belom Lagi Khayalan Gak Papa Korupsi Asal Buat Rumah SORGA! Yg Subur ya Premanisme, Pengemis, dan PENIPU😂

Ngemeng aja Religius, realitanya Tuhannya DUIT😂😂"
@HeriSh-w4i,Judi berkedok kripto bitcoin....jgn PD percaya kerja aja bner2...
@ipankadhipradana1595,Serius ketika dia ngomong kalian telan mentah mentah??? 😂
@ChoeSuyeong,Sudah kuduga
@bayuwandana994,Kapan ya dia bilang kaya cepat dan simpel ?
@muhammadramadani1220,"Gua pernah masuk dan tergiur uang instan dan hasil nya apa yapps gua rugi puluhan juta, jadi buat teman2 yang belum join gua cuma ngasih saran pikirin dulu baik²❤❤❤"
@riefkycinta4481,"wkwkwk makannya belajar chart kids, lu masuk doang pelajarin kaga ya sama aja boong , lu rungkad ya itu karna lu masih bodoh. gua pelajarin chart gak sebulan dua bulan nyong. kalau lu gabisa pelajarin chart gausah sok sokan terjun ke kripto mending lu balik lagi ke fiat aja biar lu mines terus"
@khairulanwar7546,doni salmanan dan lain lain SM kyk yg di lakukan thimoty
@Dwiprio-Va,"Aneh.a kok masih banyak yg percaya,.
Tak ada cara kaya yg instan kecuali pesugihan 😂"
@hnf0767,Gua bilang dia apiliator fansnya malah baper😂
@roslitapulungan3075,"Kayaknya dia punya sihir ya,  apa yg dia ucap mengapa membernya langsung iya in aja . Kayak udah kecuci otaknya"
@khairulanwar7546,emng iya smua korban Klian main kalah thimoty dpat uang referal
@muhammadilmi5285,"kalo menurut gua, timothy buka class buat bisa pump token2 yg sudah dia kasi sinyal, token2 yg belum listing di Excange, sementara dia sudah buy di bawah, :D"
@rayynaa_1,"menurut gw ambil sisi positif nya karena koh timo lumayan besar memberikan ilmu yg berguna cuma bnyk netizen atau sdm indonesia yg pengen kaya instan, intinya ambil ilmu nya jangan ambil sisi negatif 🔥🤝"
@warkop0704,"Banyak ilmu yg saya dapat dari TM, siapapun motivator nya ambil positif nya saja, dan buang sisi buruknya. Kripto memang beresiko,"
@BHONANZA2029,Gokil juga drama cina 😂
@sembilanpuluhenam-p7y,"Akun skyholic itu circle nya indra kenz wkw oi, senggol sana sini cari korban baru. Orang"" Yg rungkat itu gk belajar dimodul kelasnya tapi cari sinyal yg ditelan mentah"""
@nak_carsi7226,Goblok
@UcuRaendy69,Si sky itu aku tau dari 2010 udah tau siapa dibalik akun itu😂 yang jelas bukan si wow murah binggit😂
@storystm9064,"Anjirrr jadi, teori konspirasi cripto goreng terus bang😂"
@bangchalie,Siapa yah skyholyk ooh  ari tau aja siapa yg terbanyak BTC yg ada di konoha 🤪🤪🤪
@profitablebanget,"1. Dhimas Kanjeng
2.  QNet (Produk MLM)
3. Indra Kenz
4. Timothy Ronald

Modusnya sama, menjanjikan kekayaan instan tanpa effort panjang. Ujung-ujungnya skema Ponzi. Kapan Indonesia bisa cerdas ya? Padahal kejadiannya sering terulang? 😂😂😂"
@kakayuchanel,"Ketika seseorang merasa lebih hebat dan lebih benar, ketahuilah sesungguhnya dia sedang menjauhi kebenaran..😊

By.@ChanelKakAyu"
@ipinofficial5241,15.51 Timothy buka sekolah dengan kurikulum dia sendiri bang ga ngikut kurikulum pemerintah
@axxyid,"liat aja 9 naga di indo, mereka ga buka kelas buat jadi kaya wkwk"
@aisyah_khanza,"Padahal sebelum ada thimoty udah ada kasus sebelumnya kok masih aja percaya yah , ya ampun orang orang ini gimana ya  masih percaya gini ginian"
@Dikko-v7l,Bicotin cripto itu jualan apa sih gk ada barangnya aja aneh bisa bisa2 dijual gitu kan haram
@bismillahbismillah1526,Wkwk timothy emang gada otak. Gatau apa dia dokter GKO badannya jadi bgt gak kayak timothy. Dia kira jd dokter spesialis GKO goblo? Aneh😅😅
@rizalramadhan9798,Bang loe jadi kurus ya😂
@aln3339,"Channel lu sampah bang, bahas drama, bagus channel Timothy Ronald mengedukasi"
@borjuisgiblartar4639,Akhirnya si goblok mulai hancur jg😂😂
@badstuff92,yang goblok yang ketipu😂
@agehiis971,Dukun modern yang bisa menggandakan uang..😂
@imankeren7578,AKUNNYA AJA ANONIM....
@hendigrungz9391,"jgn masuk ke crypto n saham gorengan rungkad. klo mw msuk di BTC az itu jg fluktuasinya kenceng btuh info kondisi global bwt nganalisanya, klo gk paham gk perlu nyoba mending invest di yg laen ky emas n tanah.disisi lain hehe dompet elit keusik ma medsos timothy. tapi bodo amat lh,, kondisi negri az lgi busuk2ny banyak koruptor n malingnya.😏"
@Margo22415,Alek bjir ga diundang lg bang?
@Trader-indonesia,"nih ya buat bocil fomo

timoty kasih motivasi untuk lu beli BTC.biar timoty itu cepet kaya.paham lu bocil. jadi mikir pake logika jangan pake kaki lu"
@lenterahati9947,😂😂kena batunya
@Hadie106,Tapi kalau investasi di btc masih ama gk bang
@panjisetyawan0785,Dari awal dia nongol dengan bibirnya yg pecah² aj gue udh gak prcaya ...
@thehartonos825,"Buzzer channel bayaran😅😂 ini aliran kadrun ga mau belajar golongan nyinyir ciri khas SDM bangsa ini, skyholic hanya akun anonim yg ga berani terbuka numpang tenar dan cari makan dg cara rendah"
@Nabil-8h,"Franz Kafka pernah menulis dalam Metamorphosis nya bahwa Dewi keadilan berubah menjadi Dewi perburuan. 

Sekarang lihat saja menuntut keadilan = menuntut orang lain ke penjara."
@salmanalfarisiyunansyah7785,Timothy Ronald Harus Ikut Dipenjara Bersama Resbob Si Biang Masalah Di Balik Semua Ini😡😡
@ymirwilliams,"Bill gates itu puny privilege, orang tuanya koneksinya jg g main main.."
@hasimlamadlauw4407,Sejak dari awal dgn segala flexingnya yg berlebih-lebihan saya sdh ragu dgn Timothy.
@MissKlawu,Q beli btc buat invest bukan trading
@sholichudin6389,SkyHolic = Deddy Corbuser
@RonaldYoseph77,Bro timboti memanfaatkan iq 78 ini dengan baik 😂😂😂
@FadhelKhairan,ga bakal di tahan tandain gua wkwk
@abie8568,Mampus lo mulut sampah.. akhirnya kesandung juga
@Akuaryes,"Hoki aja dia beli kripto karna punya modal besar dari bapak mamanya..
Anak mama bapa..🤣"
@TrichanSumantriSirait,"Mungkin si triliuner muda, si putih ceking"
@lenterahati9947,Dia bisa baca tulis dan ngetik juga dari sekolah kok😂
@dikatasetyawan1923,"klo udah kaya bikin sekolah atau yayasan banyak banyak, biar pajak lu dikurangi negara :v"
@glorys88pusat27,"Lapor kan kamar jery Tim,ada beberapa poin di video ini mengandung fitnah"
@andrefransiskoandre4644,"Logika aja Broo, duit 50ribu aja ketemu di jln pasti kalian pada diam2 99% ngumpatin, apalagi orang ketemu gunung mass, mana mau ngajak2 orang laen😂😂"
@pitieHuang,"Lu bantu dia jualan jg ya ??
Bloon sih aneh klu di suruh beli trus pada beli mending belajar dri youtube pelan2 jg bisa sendiri"
@onestreet2984,kenapa ga buat kelaz buat anak anak ya 😂 kan belajar dari kecil
@dogthegamer9219,Dari awal juga emang udah nggk suka ama si Timothy Timothy ini karena kesannya sombong
@mbulett,"Kgk pernah suka sma orang itu, mohon maaf, terllu kasar dan sok paling pinter."
@frialf,Miris ...
@PrayitnoEko-t2v,Itulah sebabnya orang penghalalkan segala cara
@iskandarhatmaja6472,Cindo iah thimoty
@PrayitnoEko-t2v,"Pendidikan adalah scam katanya eh 
Tau tau....
Mendirikan AKADEMI 
lah menjilat pantat ludah sendiri.... itulah orang m"
@tharz.one_trick,"pahami
sistem edukasi / sistem sekolah itu scam
bukn berarti sekolah itu scam 
anda mendirikan sekolah, saya mendirikan sekolah, mereka mendirikan sekolah namun dengan sistem yg berbeda"
@AnakBangsa-lf8kn,orang kaya menjadi kaya menjual harapan menjadi orang kaya.. buka kelas pake tiket ke orang2 miskin yg ingin punya harapan menjadi orang kaya😅
@AzizMuslim-g5w,sudah tau kan dulu ada yg begini ehh masih aja percaya ikut beginian.. minimal mandiri jangan ikut orang lain
@dddboxing1313,Bang.. lu kok tambah kurus?
@หยินฮันชาน,motivasinya bagus boleh di terima tapi kalau di ajak suruh gabung sama mereka mikirnya 1001x
@suprayogi4751,"Membernya BLUG..buta map GK paham trading 🤣 manut""aja dimasukin jurang"
@Intannurulrizkiana,Apakah hanya jadi the next indra kenz?
@SriAtin-v1d,Game over
@contentIDshort,"Coba all yg terhormat Jangan percaya orang. Percaya pada diri sendiri saja. sekelas orang kaya/sultan hanya dalam tandakutip edukasi / motivasi bagai man pun cara kerja seperti apapun ya itu ada pada diri sendiri.
Ambil yang positif nya saja.
Pencerahan agar tidak setak dalam kondisi zona nyaman.
Cari kata nyabih. Selagi masih sehat buat dana tambahan selain gajih, bagi yang kerja.
Yang terinspirasi bermain menjadi inpestor yah pasti tau slresikonya. Tapi ingat namanya kerja instan dengan cara bermain crypto karna udah tau resikonya kalo tidak bisa memenet kontrol uang dari hasilnya pasti bakal sia sia.
Coba aja kalian semua jgn kena kecohan pasti mengerti apa itu crypto.
Lebih baik jgn masuk ke bagian inpestor kalo sekiranya tidak ada hasil ngapain di terusin ngapain. Kesimpulan nya
😂
Mau kaya malah miskin
Milih mana yah kira kira di ges?
•tadinya kaya. 
•Jadi miskin."
@pukulTigaPagi03-00,"Waktu awal2 pertama dia keluar, gw pernah komen 
"" Indra ken jilid 2"", abis gw dibully sama pengikutnya"
@channel-vw9dm,Haha. Sejak kemunculan nya juga gua udah skip .. arogan bgtu. Masih mending nnton Raymond Chin
@ArgiRahmad,Crypto 11_12 sama judol
@Herip2105-herip,"Crypto hanya untuk orng² tolol ya sama aja kaya judol, udah yang paling bener ya kalo pengen kaya usaha ikhtiar sama berusaha semampu kita, ntar kalo pun udah punya uang ya di tabung"
@raoschannel5952,"dr muncul dia dah tau bakal jd kek gini kedepan nya nunggu momen bear market , kek s indra dl
bukan s timo ny aja sih yg salah , yg ngikut ny jg agak2 gblok .

temen di lingkungan rmh aja yg ngikut s timo gw bilangin bakal kek gini eh gak denger .
apa lagi org2 d sosmed tiap d bilangin malah ngata2in  ,  batu semua "
@iisa-s7x,"korbannya timoty atau membernya kalo disuruh makan tai juga mau😂
suruh ngewe juga mau tuh😂😂"
@xerxes9564,"Udah lama ga main ke channel ini , lo jdi kurusan bang"
@edoPratama-d7n,Itu kuri kulum pendidikan di Indonesia itu cacat....
@Laqsha-Palestine,aku dari awal liat vidionaja langsung gk tertarik
@juan_channel,"Invest ke pabrik² juga bisa ,sebulan modal contoh 1jt cukup bulan dapat 2jt gajian ,yg pasti tidak akan ada kerugian. Setiap bulan untung"
@iamcevian123,terakhir nonton lu dah lama lumayan isi badanlu eh sekarang nonton lagi dah cungkring make ya lu jer?
@haryonoharyono5130,"Trading crypto itu untung atau rugi adalah resiko pribadi.Ketika mendaftar  di exchange biasanya sudah diberi peringatan,tapi kebanyakan kita tidak memahaminya dulu dan centang  SETUJU terus klik lanjutkan mendaftar🤣dan ketika rugi besar menyalahkan orang lain. Ini contoh peringatannya

 ""RISIKO PERDAGANGAN


Perdagangan Aset Kripto merupakan aktivitas dengan tingkat risiko yang tinggi. Konsumen diharapkan untuk memahami sepenuhnya karakteristik, potensi keuntungan, dan risiko yang melekat sebelum melakukan transaksi apa pun di Platform (nama platform). Bagian ini disusun sebagai bentuk transparansi dan edukasi agar setiap keputusan perdagangan dilakukan secara sadar, mandiri, dan bertanggung jawab"""
@rudyanto8815,"Masuk kelas itu tanpa paksaan,, uda masuk kelas di rekomendasi buy atau sell di area tertentu,, action atau tidak kan di tangan sendiri tanpa paksaan atau ancaman,,, hukum pasar saham/ grafik tidak ada yg bisa pasti,, seblum terjun kedunia saham/ crypto otak besar harus nya uda di pakai dlu,  ini high risk.  Mau low risk masuk deposito,,,😂😂😂😂"
